date,home_team,away_team,venue,weather_temp_c,weather_rain_mm,weather_wind_kmh,weather_humidity_pct,attendance,projected_attendance,venue_length_m,venue_width_m,venue_capacity
2023-07-02,Hawthorn,Carlton,M.C.G.,10.3,0.7,14.6,87,,62014.88,160.0,141.0,100024.0
2023-07-02,Melbourne,Greater Western Sydney,Traeger Park,7.3,2.3,20.0,89,,6200.0,175.0,145.0,10000.0
2023-07-02,West Coast,St Kilda,Perth Stadium,10.9,0.0,23.8,64,,37200.0,165.0,130.0,60000.0
2023-07-06,Richmond,Sydney,M.C.G.,11.0,0.9,27.4,74,,62014.88,160.0,141.0,100024.0
2023-07-07,Western Bulldogs,Collingwood,Docklands,11.2,0.8,28.4,75,,32860.0,159.5,128.8,53000.0
2023-07-08,Greater Western Sydney,Hawthorn,Sydney Showground,12.5,0.0,27.3,56,,14880.0,164.0,128.0,24000.0
2023-07-08,St Kilda,Melbourne,Docklands,11.0,2.3,37.4,68,,32860.0,159.5,128.8,53000.0
2023-07-08,Port Adelaide,Gold Coast,Adelaide Oval,12.9,13.7,41.6,74,,33170.0,167.0,123.0,53500.0
2023-07-08,Brisbane Lions,West Coast,Gabba,14.0,0.0,20.3,53,,26040.0,156.0,138.0,42000.0
2023-07-09,Essendon,Adelaide,Docklands,12.3,1.8,27.5,74,,32860.0,159.5,128.8,53000.0
2023-07-09,Fremantle,Carlton,Perth Stadium,13.6,1.5,21.3,89,,37200.0,165.0,130.0,60000.0
2023-07-09,Geelong,Kangaroos,Kardinia Park,12.2,0.4,36.6,76,,24800.0,170.0,115.0,40000.0
2023-07-13,Sydney,Western Bulldogs,S.C.G.,10.6,0.0,12.5,76,,29760.0,155.0,136.0,48000.0
2023-07-14,Melbourne,Brisbane Lions,M.C.G.,12.1,0.0,32.2,68,,62014.88,160.0,141.0,100024.0
2023-07-15,Adelaide,Greater Western Sydney,Adelaide Oval,10.2,0.3,17.8,75,,33170.0,167.0,123.0,53500.0
2023-07-15,Carlton,Port Adelaide,Docklands,10.1,0.9,31.2,79,,32860.0,159.5,128.8,53000.0
2023-07-15,Collingwood,Fremantle,M.C.G.,10.5,1.0,31.4,77,,62014.88,160.0,141.0,100024.0
2023-07-15,Geelong,Essendon,Kardinia Park,9.9,1.6,23.3,78,,24800.0,170.0,115.0,40000.0
2023-07-15,Gold Coast,St Kilda,Carrara,16.5,0.0,12.1,65,,16740.0,159.0,134.0,27000.0
2023-07-16,Kangaroos,Hawthorn,Docklands,8.2,0.0,10.0,81,,32860.0,159.5,128.8,53000.0
2023-07-16,West Coast,Richmond,Perth Stadium,10.2,0.0,19.7,67,,37200.0,165.0,130.0,60000.0
2023-07-21,Essendon,Western Bulldogs,Docklands,8.8,0.1,14.8,80,,32860.0,159.5,128.8,53000.0
2023-07-22,Carlton,West Coast,Docklands,8.3,0.0,11.4,79,,32860.0,159.5,128.8,53000.0
2023-07-22,Port Adelaide,Collingwood,Adelaide Oval,10.2,4.5,23.4,85,,33170.0,167.0,123.0,53500.0
2023-07-22,Fremantle,Sydney,Perth Stadium,12.3,0.0,10.8,83,,37200.0,165.0,130.0,60000.0
2023-07-22,Brisbane Lions,Geelong,Gabba,13.9,0.0,12.3,64,,26040.0,156.0,138.0,42000.0
2023-07-22,Richmond,Hawthorn,M.C.G.,8.6,0.0,11.5,78,,62014.88,160.0,141.0,100024.0
2023-07-23,Melbourne,Adelaide,M.C.G.,9.6,0.6,17.9,84,,62014.88,160.0,141.0,100024.0
2023-07-23,St Kilda,Kangaroos,Docklands,9.3,0.9,18.2,85,,32860.0,159.5,128.8,53000.0
2023-07-23,Greater Western Sydney,Gold Coast,Manuka Oval,3.4,0.0,9.4,81,,9300.0,170.0,130.0,15000.0
2023-07-28,Collingwood,Carlton,M.C.G.,14.1,0.8,32.0,71,,62014.88,160.0,141.0,100024.0
2023-07-29,Adelaide,Port Adelaide,Adelaide Oval,12.1,0.2,20.6,85,,33170.0,167.0,123.0,53500.0
2023-07-29,Essendon,Sydney,Docklands,12.6,0.0,23.1,78,,32860.0,159.5,128.8,53000.0
2023-07-29,Western Bulldogs,Greater Western Sydney,Eureka Stadium,9.2,0.4,25.1,90,,6820.0,160.0,130.0,11000.0
2023-07-29,Geelong,Fremantle,Kardinia Park,12.6,0.0,25.5,76,,24800.0,170.0,115.0,40000.0
2023-07-29,Gold Coast,Brisbane Lions,Carrara,17.3,0.0,16.5,72,,16740.0,159.0,134.0,27000.0
2023-07-30,Hawthorn,St Kilda,Docklands,12.2,2.2,30.9,74,,32860.0,159.5,128.8,53000.0
2023-07-30,Richmond,Melbourne,M.C.G.,12.6,2.8,31.6,73,,62014.88,160.0,141.0,100024.0
2023-07-30,West Coast,Kangaroos,Perth Stadium,13.7,1.4,12.7,88,,37200.0,165.0,130.0,60000.0
2023-08-04,Western Bulldogs,Richmond,Docklands,14.6,7.6,40.2,71,,32860.0,159.5,128.8,53000.0
2023-08-05,Adelaide,Gold Coast,Adelaide Oval,10.7,0.0,15.6,78,,33170.0,167.0,123.0,53500.0
2023-08-05,Hawthorn,Collingwood,M.C.G.,10.5,0.2,18.4,76,,62014.88,160.0,141.0,100024.0
2023-08-05,Essendon,West Coast,Docklands,10.1,0.1,15.3,78,,32860.0,159.5,128.8,53000.0
2023-08-05,Geelong,Port Adelaide,Kardinia Park,10.2,0.6,22.3,78,,24800.0,170.0,115.0,40000.0
2023-08-05,Greater Western Sydney,Sydney,Sydney Showground,13.0,3.7,11.2,78,,14880.0,164.0,128.0,24000.0
2023-08-06,St Kilda,Carlton,Docklands,9.2,0.6,10.1,91,,32860.0,159.5,128.8,53000.0
2023-08-06,Fremantle,Brisbane Lions,Perth Stadium,12.4,0.0,12.1,81,,37200.0,165.0,130.0,60000.0
2023-08-06,Kangaroos,Melbourne,Bellerive Oval,10.4,0.6,8.8,80,,12400.0,175.0,135.0,20000.0
2023-08-11,Collingwood,Geelong,M.C.G.,10.9,0.0,17.3,73,,62014.88,160.0,141.0,100024.0
2023-08-12,Brisbane Lions,Adelaide,Gabba,17.2,0.0,11.7,59,,26040.0,156.0,138.0,42000.0
2023-08-12,Carlton,Melbourne,M.C.G.,11.4,2.3,18.7,77,,62014.88,160.0,141.0,100024.0
2023-08-12,Kangaroos,Essendon,Docklands,11.3,4.8,16.3,77,,32860.0,159.5,128.8,53000.0
2023-08-12,West Coast,Fremantle,Perth Stadium,12.1,0.0,20.9,79,,37200.0,165.0,130.0,60000.0
2023-08-12,Sydney,Gold Coast,S.C.G.,12.0,0.0,13.4,67,,29760.0,155.0,136.0,48000.0
2023-08-13,Hawthorn,Western Bulldogs,York Park,6.1,0.0,14.2,74,,13020.0,175.0,145.0,21000.0
2023-08-13,Port Adelaide,Greater Western Sydney,Adelaide Oval,11.6,2.1,11.0,85,,33170.0,167.0,123.0,53500.0
2023-08-13,St Kilda,Richmond,Docklands,8.5,0.7,10.3,85,,32860.0,159.5,128.8,53000.0
2023-08-18,Collingwood,Brisbane Lions,Docklands,9.4,9.1,28.2,76,,32860.0,159.5,128.8,53000.0
2023-08-19,Adelaide,Sydney,Adelaide Oval,13.3,4.6,17.4,89,,33170.0,167.0,123.0,53500.0
2023-08-19,Gold Coast,Carlton,Carrara,16.5,0.0,16.5,38,,16740.0,159.0,134.0,27000.0
2023-08-19,Greater Western Sydney,Essendon,Sydney Showground,12.2,0.0,23.8,56,,14880.0,164.0,128.0,24000.0
2023-08-19,St Kilda,Geelong,Docklands,12.4,1.3,23.2,74,,32860.0,159.5,128.8,53000.0
2023-08-19,Richmond,Kangaroos,M.C.G.,12.5,0.9,23.6,74,,62014.88,160.0,141.0,100024.0
2023-08-20,Western Bulldogs,West Coast,Docklands,13.6,0.0,18.3,72,,32860.0,159.5,128.8,53000.0
2023-08-20,Fremantle,Port Adelaide,Perth Stadium,12.6,0.5,20.0,86,,37200.0,165.0,130.0,60000.0
2023-08-20,Melbourne,Hawthorn,M.C.G.,13.6,0.2,16.9,72,,62014.88,160.0,141.0,100024.0
2023-08-25,Essendon,Collingwood,M.C.G.,13.0,0.0,22.9,74,,62014.88,160.0,141.0,100024.0
2023-08-26,West Coast,Adelaide,Perth Stadium,15.9,0.0,12.2,83,,37200.0,165.0,130.0,60000.0
2023-08-26,Geelong,Western Bulldogs,Kardinia Park,11.1,0.9,14.1,76,,24800.0,170.0,115.0,40000.0
2023-08-26,Hawthorn,Fremantle,M.C.G.,12.1,0.0,13.6,76,,62014.88,160.0,141.0,100024.0
2023-08-26,Kangaroos,Gold Coast,Bellerive Oval,7.6,0.1,9.7,73,,12400.0,175.0,135.0,20000.0
2023-08-26,Brisbane Lions,St Kilda,Gabba,16.5,0.3,14.8,76,,26040.0,156.0,138.0,42000.0
2023-08-27,Carlton,Greater Western Sydney,Docklands,10.8,0.5,9.5,87,,32860.0,159.5,128.8,53000.0
2023-08-27,Sydney,Melbourne,S.C.G.,13.4,0.5,15.7,83,,29760.0,155.0,136.0,48000.0
2023-08-27,Port Adelaide,Richmond,Adelaide Oval,11.5,0.0,14.1,85,,33170.0,167.0,123.0,53500.0
2023-09-07,Collingwood,Melbourne,M.C.G.,16.0,2.6,33.6,56,,62014.88,160.0,141.0,100024.0
2023-09-08,Carlton,Sydney,M.C.G.,9.4,1.8,39.0,72,,62014.88,160.0,141.0,100024.0
2023-09-09,Brisbane Lions,Port Adelaide,Gabba,17.2,0.0,15.8,56,,26040.0,156.0,138.0,42000.0
2023-09-09,St Kilda,Greater Western Sydney,M.C.G.,10.0,0.4,24.9,67,,62014.88,160.0,141.0,100024.0
2023-09-15,Melbourne,Carlton,M.C.G.,17.8,0.0,32.0,60,,62014.88,160.0,141.0,100024.0
2023-09-16,Port Adelaide,Greater Western Sydney,Adelaide Oval,15.4,0.0,12.2,60,,33170.0,167.0,123.0,53500.0
2023-09-22,Collingwood,Greater Western Sydney,M.C.G.,10.8,0.2,17.6,73,,62014.88,160.0,141.0,100024.0
2023-09-23,Brisbane Lions,Carlton,Gabba,17.7,0.0,20.8,64,,26040.0,156.0,138.0,42000.0
2023-09-30,Collingwood,Brisbane Lions,M.C.G.,20.8,0.0,27.7,36,,62014.88,160.0,141.0,100024.0
2024-03-07,Sydney,Melbourne,S.C.G.,22.8,1.4,24.2,84,,29760.0,155.0,136.0,48000.0
2024-03-08,Brisbane Lions,Carlton,Gabba,23.5,0.6,22.1,74,,26040.0,156.0,138.0,42000.0
2024-03-09,Greater Western Sydney,Collingwood,Sydney Showground,22.8,0.0,17.9,76,,14880.0,164.0,128.0,24000.0
2024-03-09,Gold Coast,Richmond,Carrara,24.4,0.7,27.8,67,,16740.0,159.0,134.0,27000.0
2024-03-14,Carlton,Richmond,M.C.G.,18.3,2.4,27.4,76,,62014.88,160.0,141.0,100024.0
2024-03-15,Collingwood,Sydney,M.C.G.,20.3,0.1,21.4,66,,62014.88,160.0,141.0,100024.0
2024-03-16,Gold Coast,Adelaide,Carrara,22.5,1.2,24.2,73,,16740.0,159.0,134.0,27000.0
2024-03-16,Essendon,Hawthorn,M.C.G.,20.6,0.0,16.2,62,,62014.88,160.0,141.0,100024.0
2024-03-16,Geelong,St Kilda,Kardinia Park,21.0,0.0,16.2,64,,24800.0,170.0,115.0,40000.0
2024-03-16,Greater Western Sydney,Kangaroos,Sydney Showground,19.9,2.4,14.2,74,,14880.0,164.0,128.0,24000.0
2024-03-17,Melbourne,Western Bulldogs,M.C.G.,22.0,0.0,22.9,52,,62014.88,160.0,141.0,100024.0
2024-03-17,Fremantle,Brisbane Lions,Perth Stadium,22.5,0.0,25.1,69,,37200.0,165.0,130.0,60000.0
2024-03-17,Port Adelaide,West Coast,Adelaide Oval,24.4,0.7,19.6,64,,33170.0,167.0,123.0,53500.0
2024-03-21,St Kilda,Collingwood,M.C.G.,15.7,0.0,20.3,53,,62014.88,160.0,141.0,100024.0
2024-03-22,Adelaide,Geelong,Adelaide Oval,16.3,0.0,22.4,64,,33170.0,167.0,123.0,53500.0
2024-03-23,Sydney,Essendon,S.C.G.,18.3,1.1,13.0,85,,29760.0,155.0,136.0,48000.0
2024-03-23,Kangaroos,Fremantle,Docklands,15.6,0.4,21.7,70,,32860.0,159.5,128.8,53000.0
2024-03-23,Hawthorn,Melbourne,M.C.G.,15.7,0.5,24.3,69,,62014.88,160.0,141.0,100024.0
2024-03-24,Western Bulldogs,Gold Coast,Eureka Stadium,11.7,0.0,16.8,74,,6820.0,160.0,130.0,11000.0
2024-03-24,Richmond,Port Adelaide,M.C.G.,15.8,0.0,20.4,66,,62014.88,160.0,141.0,100024.0
2024-03-24,West Coast,Greater Western Sydney,Perth Stadium,22.0,0.0,22.4,42,,37200.0,165.0,130.0,60000.0
2024-03-28,Brisbane Lions,Collingwood,Gabba,22.8,0.1,17.6,79,,26040.0,156.0,138.0,42000.0
2024-03-29,Fremantle,Adelaide,Perth Stadium,20.0,0.0,17.5,73,,37200.0,165.0,130.0,60000.0
2024-03-29,Kangaroos,Carlton,Docklands,17.4,0.0,15.5,74,,32860.0,159.5,128.8,53000.0
2024-03-30,Essendon,St Kilda,Docklands,17.0,0.0,14.8,84,,32860.0,159.5,128.8,53000.0
2024-03-30,Port Adelaide,Melbourne,Adelaide Oval,22.9,0.0,15.3,39,,33170.0,167.0,123.0,53500.0
2024-03-31,Western Bulldogs,West Coast,Docklands,16.1,0.0,11.2,85,,32860.0,159.5,128.8,53000.0
2024-03-31,Richmond,Sydney,M.C.G.,15.1,0.0,12.2,85,,62014.88,160.0,141.0,100024.0
2024-04-01,Hawthorn,Geelong,M.C.G.,18.5,18.6,30.4,79,,62014.88,160.0,141.0,100024.0
2024-04-04,Adelaide,Melbourne,Adelaide Oval,16.0,0.0,19.5,63,,33170.0,167.0,123.0,53500.0
2024-04-05,Port Adelaide,Essendon,Adelaide Oval,15.9,0.0,18.3,61,,33170.0,167.0,123.0,53500.0
2024-04-05,Brisbane Lions,Kangaroos,Norwood Oval,15.0,0.0,17.7,67,,13640.0,167.0,123.0,22000.0
2024-04-06,Fremantle,Carlton,Adelaide Oval,15.5,0.0,22.5,77,,33170.0,167.0,123.0,53500.0
2024-04-06,Western Bulldogs,Geelong,Adelaide Oval,15.5,0.0,22.5,77,,33170.0,167.0,123.0,53500.0
2024-04-06,West Coast,Sydney,Summit Sports Park,23.3,12.3,13.1,87,,3100.0,160.0,130.0,5000.0
2024-04-07,Collingwood,Hawthorn,Adelaide Oval,16.3,0.0,18.6,67,,33170.0,167.0,123.0,53500.0
2024-04-07,Richmond,St Kilda,Norwood Oval,15.5,0.0,16.0,71,,13640.0,167.0,123.0,22000.0
2024-04-07,Gold Coast,Greater Western Sydney,Summit Sports Park,22.7,55.3,13.0,90,,3100.0,160.0,130.0,5000.0
2024-04-11,Melbourne,Brisbane Lions,M.C.G.,14.9,5.7,16.6,80,,62014.88,160.0,141.0,100024.0
2024-04-12,Western Bulldogs,Essendon,Docklands,13.7,0.8,9.1,80,,32860.0,159.5,128.8,53000.0
2024-04-13,Carlton,Adelaide,Docklands,13.0,0.0,9.5,81,,32860.0,159.5,128.8,53000.0
2024-04-13,Port Adelaide,Fremantle,Adelaide Oval,13.5,0.0,17.3,74,,33170.0,167.0,123.0,53500.0
2024-04-13,Gold Coast,Hawthorn,Carrara,21.1,1.7,11.0,75,,16740.0,159.0,134.0,27000.0
2024-04-13,Greater Western Sydney,St Kilda,Manuka Oval,11.3,0.0,9.0,80,,9300.0,170.0,130.0,15000.0
2024-04-14,Geelong,Kangaroos,Kardinia Park,14.1,0.0,14.2,80,,24800.0,170.0,115.0,40000.0
2024-04-14,West Coast,Richmond,Perth Stadium,19.3,0.0,26.8,62,,37200.0,165.0,130.0,60000.0
2024-04-18,St Kilda,Western Bulldogs,Docklands,13.4,1.2,19.4,78,,32860.0,159.5,128.8,53000.0
2024-04-19,Adelaide,Essendon,Adelaide Oval,15.7,2.2,23.7,72,,33170.0,167.0,123.0,53500.0
2024-04-20,Carlton,Greater Western Sydney,Docklands,12.2,0.0,16.0,80,,32860.0,159.5,128.8,53000.0
2024-04-20,Collingwood,Port Adelaide,M.C.G.,12.7,0.0,15.8,78,,62014.88,160.0,141.0,100024.0
2024-04-20,West Coast,Fremantle,Perth Stadium,22.6,0.0,18.9,30,,37200.0,165.0,130.0,60000.0
2024-04-20,Brisbane Lions,Geelong,Gabba,18.6,8.5,12.8,84,,26040.0,156.0,138.0,42000.0
2024-04-21,Kangaroos,Hawthorn,Docklands,11.3,0.0,9.2,82,,32860.0,159.5,128.8,53000.0
2024-04-21,Sydney,Gold Coast,S.C.G.,17.0,1.4,21.3,80,,29760.0,155.0,136.0,48000.0
2024-04-24,Richmond,Melbourne,M.C.G.,12.6,6.3,28.8,73,,62014.88,160.0,141.0,100024.0
2024-04-25,Essendon,Collingwood,M.C.G.,12.8,1.1,24.0,74,,62014.88,160.0,141.0,100024.0
2024-04-25,Greater Western Sydney,Brisbane Lions,Manuka Oval,9.1,0.0,11.9,70,,9300.0,170.0,130.0,15000.0
2024-04-26,Port Adelaide,St Kilda,Adelaide Oval,13.0,0.4,13.1,76,,33170.0,167.0,123.0,53500.0
2024-04-27,Kangaroos,Adelaide,Bellerive Oval,11.7,0.0,10.2,81,,12400.0,175.0,135.0,20000.0
2024-04-27,Geelong,Carlton,M.C.G.,11.4,0.1,14.5,81,,62014.88,160.0,141.0,100024.0
2024-04-27,Fremantle,Western Bulldogs,Perth Stadium,17.5,0.0,17.9,71,,37200.0,165.0,130.0,60000.0
2024-04-28,Hawthorn,Sydney,M.C.G.,13.3,0.0,20.9,74,,62014.88,160.0,141.0,100024.0
2024-04-28,Gold Coast,West Coast,Carrara,19.5,1.4,20.6,79,,16740.0,159.0,134.0,27000.0
2024-05-02,Adelaide,Port Adelaide,Adelaide Oval,14.7,0.0,16.9,63,,33170.0,167.0,123.0,53500.0
2024-05-03,Carlton,Collingwood,M.C.G.,10.6,0.0,14.2,88,,62014.88,160.0,141.0,100024.0
2024-05-04,West Coast,Essendon,Perth Stadium,16.1,0.0,20.3,77,,37200.0,165.0,130.0,60000.0
2024-05-04,Melbourne,Geelong,M.C.G.,9.6,0.0,10.0,90,,62014.88,160.0,141.0,100024.0
2024-05-04,St Kilda,Kangaroos,Docklands,9.8,0.0,9.6,90,,32860.0,159.5,128.8,53000.0
2024-05-04,Sydney,Greater Western Sydney,S.C.G.,15.3,5.1,12.2,89,,29760.0,155.0,136.0,48000.0
2024-05-05,Western Bulldogs,Hawthorn,Docklands,12.5,0.0,16.5,90,,32860.0,159.5,128.8,53000.0
2024-05-05,Richmond,Fremantle,M.C.G.,12.2,0.0,19.0,89,,62014.88,160.0,141.0,100024.0
2024-05-05,Brisbane Lions,Gold Coast,Gabba,18.8,0.6,11.8,89,,26040.0,156.0,138.0,42000.0
2024-05-09,Carlton,Melbourne,M.C.G.,12.2,0.5,6.6,92,,62014.88,160.0,141.0,100024.0
2024-05-10,Fremantle,Sydney,Perth Stadium,21.2,2.8,30.9,71,,37200.0,165.0,130.0,60000.0
2024-05-10,Geelong,Port Adelaide,Kardinia Park,14.6,17.7,12.4,90,,24800.0,170.0,115.0,40000.0
2024-05-11,Essendon,Greater Western Sydney,Docklands,13.8,0.6,14.3,87,,32860.0,159.5,128.8,53000.0
2024-05-11,Richmond,Western Bulldogs,M.C.G.,14.1,0.4,19.3,84,,62014.88,160.0,141.0,100024.0
2024-05-11,Hawthorn,St Kilda,York Park,12.0,0.2,9.1,86,,13020.0,175.0,145.0,21000.0
2024-05-11,Gold Coast,Kangaroos,Marrara Oval,29.1,0.0,20.3,59,,8680.0,177.0,145.0,14000.0
2024-05-12,Adelaide,Brisbane Lions,Adelaide Oval,12.1,0.0,9.4,87,,33170.0,167.0,123.0,53500.0
2024-05-12,Collingwood,West Coast,Docklands,11.7,0.0,6.5,89,,32860.0,159.5,128.8,53000.0
2024-05-16,Gold Coast,Geelong,Marrara Oval,28.6,0.0,14.7,62,,8680.0,177.0,145.0,14000.0
2024-05-17,Sydney,Carlton,S.C.G.,15.5,0.0,17.9,85,,29760.0,155.0,136.0,48000.0
2024-05-18,Collingwood,Adelaide,M.C.G.,10.4,0.1,23.9,62,,62014.88,160.0,141.0,100024.0
2024-05-18,Greater Western Sydney,Western Bulldogs,Sydney Showground,12.9,1.0,29.1,67,,14880.0,164.0,128.0,24000.0
2024-05-18,St Kilda,Fremantle,Docklands,10.0,0.4,22.8,64,,32860.0,159.5,128.8,53000.0
2024-05-18,Brisbane Lions,Richmond,Gabba,17.3,1.0,16.2,81,,26040.0,156.0,138.0,42000.0
2024-05-19,Essendon,Kangaroos,Docklands,10.6,1.6,21.6,78,,32860.0,159.5,128.8,53000.0
2024-05-19,Port Adelaide,Hawthorn,Adelaide Oval,10.8,0.4,17.6,77,,33170.0,167.0,123.0,53500.0
2024-05-19,West Coast,Melbourne,Perth Stadium,20.1,0.0,22.6,36,,37200.0,165.0,130.0,60000.0
2024-05-23,Western Bulldogs,Sydney,Docklands,11.0,0.3,9.5,89,,32860.0,159.5,128.8,53000.0
2024-05-24,Fremantle,Collingwood,Perth Stadium,19.6,0.0,21.8,42,,37200.0,165.0,130.0,60000.0
2024-05-25,Carlton,Gold Coast,Docklands,10.6,0.0,9.0,89,,32860.0,159.5,128.8,53000.0
2024-05-25,Richmond,Essendon,M.C.G.,10.3,0.0,9.2,88,,62014.88,160.0,141.0,100024.0
2024-05-25,Geelong,Greater Western Sydney,Kardinia Park,11.1,0.1,10.9,89,,24800.0,170.0,115.0,40000.0
2024-05-25,Kangaroos,Port Adelaide,Bellerive Oval,7.7,0.0,8.7,84,,12400.0,175.0,135.0,20000.0
2024-05-26,Adelaide,West Coast,Adelaide Oval,13.9,0.0,9.8,57,,33170.0,167.0,123.0,53500.0
2024-05-26,Hawthorn,Brisbane Lions,Docklands,8.7,0.0,8.2,89,,32860.0,159.5,128.8,53000.0
2024-05-26,Melbourne,St Kilda,M.C.G.,8.7,0.0,9.8,89,,62014.88,160.0,141.0,100024.0
2024-05-30,Port Adelaide,Carlton,Adelaide Oval,17.4,6.8,33.2,60,,33170.0,167.0,123.0,53500.0
2024-05-31,Collingwood,Western Bulldogs,Docklands,13.7,0.4,27.8,70,,32860.0,159.5,128.8,53000.0
2024-06-01,Hawthorn,Adelaide,M.C.G.,9.7,0.9,14.6,83,,62014.88,160.0,141.0,100024.0
2024-06-01,Geelong,Richmond,Kardinia Park,9.5,0.1,18.0,81,,24800.0,170.0,115.0,40000.0
2024-06-01,West Coast,St Kilda,Perth Stadium,17.4,0.4,22.3,58,,37200.0,165.0,130.0,60000.0
2024-06-02,Gold Coast,Essendon,Carrara,16.9,0.0,11.3,77,,16740.0,159.0,134.0,27000.0
2024-06-02,Melbourne,Fremantle,Traeger Park,11.7,0.0,18.4,70,,6200.0,175.0,145.0,10000.0
2024-06-06,Adelaide,Richmond,Adelaide Oval,11.5,0.3,15.6,86,,33170.0,167.0,123.0,53500.0
2024-06-07,Western Bulldogs,Brisbane Lions,Docklands,10.7,0.1,16.9,89,,32860.0,159.5,128.8,53000.0
2024-06-08,Hawthorn,Greater Western Sydney,York Park,5.5,0.0,7.5,95,,13020.0,175.0,145.0,21000.0
2024-06-08,West Coast,Kangaroos,Perth Stadium,16.1,2.6,14.7,86,,37200.0,165.0,130.0,60000.0
2024-06-08,St Kilda,Gold Coast,Docklands,10.4,0.6,11.6,92,,32860.0,159.5,128.8,53000.0
2024-06-09,Essendon,Carlton,M.C.G.,10.6,3.4,13.4,89,,62014.88,160.0,141.0,100024.0
2024-06-09,Sydney,Geelong,S.C.G.,13.1,0.0,19.6,74,,29760.0,155.0,136.0,48000.0
2024-06-10,Collingwood,Melbourne,M.C.G.,9.4,0.2,28.3,78,,62014.88,160.0,141.0,100024.0
2024-06-14,Brisbane Lions,St Kilda,Gabba,14.2,0.0,10.2,70,,26040.0,156.0,138.0,42000.0
2024-06-15,Adelaide,Sydney,Adelaide Oval,11.3,0.0,15.3,84,,33170.0,167.0,123.0,53500.0
2024-06-15,Western Bulldogs,Fremantle,Docklands,8.6,0.1,17.7,86,,32860.0,159.5,128.8,53000.0
2024-06-15,Richmond,Hawthorn,M.C.G.,9.8,0.0,18.3,83,,62014.88,160.0,141.0,100024.0
2024-06-16,Kangaroos,Collingwood,Docklands,9.0,1.0,29.2,80,,32860.0,159.5,128.8,53000.0
2024-06-16,Greater Western Sydney,Port Adelaide,Sydney Showground,9.8,0.0,17.6,66,,14880.0,164.0,128.0,24000.0
2024-06-21,Carlton,Geelong,M.C.G.,7.7,0.0,17.1,82,,62014.88,160.0,141.0,100024.0
2024-06-22,Melbourne,Kangaroos,M.C.G.,8.9,0.6,12.2,87,,62014.88,160.0,141.0,100024.0
2024-06-22,Port Adelaide,Brisbane Lions,Adelaide Oval,7.6,0.0,11.9,86,,33170.0,167.0,123.0,53500.0
2024-06-22,Greater Western Sydney,Sydney,Sydney Showground,10.4,5.4,20.6,82,,14880.0,164.0,128.0,24000.0
2024-06-23,Essendon,West Coast,Docklands,6.7,0.0,16.7,83,,32860.0,159.5,128.8,53000.0
2024-06-23,Fremantle,Gold Coast,Perth Stadium,11.7,0.0,15.0,80,,37200.0,165.0,130.0,60000.0
2024-06-28,Brisbane Lions,Melbourne,Gabba,16.5,0.3,12.6,85,,26040.0,156.0,138.0,42000.0
2024-06-29,Adelaide,Greater Western Sydney,Adelaide Oval,11.2,17.8,22.2,84,,33170.0,167.0,123.0,53500.0
2024-06-29,Gold Coast,Collingwood,Carrara,17.9,0.0,10.2,72,,16740.0,159.0,134.0,27000.0
2024-06-29,Geelong,Essendon,M.C.G.,11.4,8.9,36.0,70,,62014.88,160.0,141.0,100024.0
2024-06-29,Kangaroos,Western Bulldogs,Docklands,11.0,7.9,36.7,71,,32860.0,159.5,128.8,53000.0
2024-06-29,Sydney,Fremantle,S.C.G.,12.0,0.0,19.8,74,,29760.0,155.0,136.0,48000.0
2024-06-30,Richmond,Carlton,M.C.G.,9.3,2.3,22.9,79,,62014.88,160.0,141.0,100024.0
2024-06-30,West Coast,Hawthorn,Perth Stadium,12.3,0.0,20.3,80,,37200.0,165.0,130.0,60000.0
2024-06-30,St Kilda,Port Adelaide,Docklands,8.4,2.4,23.0,83,,32860.0,159.5,128.8,53000.0
2024-07-05,Collingwood,Essendon,M.C.G.,9.0,0.0,16.3,90,,62014.88,160.0,141.0,100024.0
2024-07-06,Greater Western Sydney,Carlton,Sydney Showground,11.9,2.2,18.6,84,,14880.0,164.0,128.0,24000.0
2024-07-06,Port Adelaide,Western Bulldogs,Adelaide Oval,13.3,0.0,32.3,62,,33170.0,167.0,123.0,53500.0
2024-07-06,Fremantle,Richmond,Perth Stadium,11.7,11.3,37.4,63,,37200.0,165.0,130.0,60000.0
2024-07-06,Geelong,Hawthorn,Kardinia Park,7.0,0.0,11.8,85,,24800.0,170.0,115.0,40000.0
2024-07-06,Kangaroos,Gold Coast,Docklands,6.2,0.0,11.0,89,,32860.0,159.5,128.8,53000.0
2024-07-07,Brisbane Lions,Adelaide,Gabba,14.9,0.1,17.5,75,,26040.0,156.0,138.0,42000.0
2024-07-07,Melbourne,West Coast,M.C.G.,7.4,0.0,10.1,83,,62014.88,160.0,141.0,100024.0
2024-07-07,St Kilda,Sydney,Docklands,7.0,0.0,10.6,85,,32860.0,159.5,128.8,53000.0
2024-07-12,Collingwood,Geelong,M.C.G.,10.4,6.3,21.6,88,,62014.88,160.0,141.0,100024.0
2024-07-13,Adelaide,St Kilda,Adelaide Oval,11.1,5.3,10.7,90,,33170.0,167.0,123.0,53500.0
2024-07-13,Western Bulldogs,Carlton,Docklands,8.8,3.9,17.2,86,,32860.0,159.5,128.8,53000.0
2024-07-13,Melbourne,Essendon,M.C.G.,9.0,4.0,17.2,87,,62014.88,160.0,141.0,100024.0
